631274; 16716
631275; 29651
631276; 2149
631277; 3793
631278; 8400
631279; 5075
631280; 4836
631281; 5644
631282; 3334
631283; 4383
631284; 2158
631285; 683
631286; 28122
631287; 335400
631288; 76966
631289; 27751
631290; 526624
631291; 7771
631292; 242473
631293; 229592
631294; 341629
631295; 636877
631296; 12239
631297; 207
631298; 8790
631299; 1517
631300; 4938
631301; 19075
631302; 5625
631303; 27392
631304; 7787
631305; 247197
631306; 162517
631307; 162306
631308; 51765
631309; 105874
631310; 11950
631311; 100453
631312; 674358
631313; 6789
631314; 121043
631315; 51952
631316; 84425
631317; 72465
631318; 77253
631319; 358903
631320; 47135
631321; 352821
631322; 233231
631323; 86429
631324; 44755
631325; 106561
631326; 8930
631327; 22590
631328; 7101
631329; 5283
631330; 49946
631331; 106001
631332; 45366
631333; 180473
631334; 278374
631335; 389580
631336; 1100
631337; 22681
631338; 30260
631339; 8146
631340; 7939
631341; 19323
631342; 23122
631343; 13633
631344; 25095
631345; 74789
631346; 7285
631347; 100078
631348; 45976
631349; 168184
631350; 366952
631351; 254619
631352; 45582
631353; 239243
631354; 815373
631355; 92883
631356; 355417
631357; 116960
631358; 85917
631359; 51411
631360; 5280
631361; 26382
631362; 128185
631363; 746
631364; 39384
631365; 10337
631366; 54984
631367; 179806
631368; 8205
631369; 25977
631370; 17326
631371; 27080
631372; 38921
631373; 81005
631374; 8104
631375; 26708
631376; 2007
631377; 50994
631378; 7200
631379; 2702
631380; 12555
631381; 196891
631382; 2940
631383; 12994
631384; 14999
631385; 20153
631386; 7978
631387; 17573
631388; 17034
631389; 53548
631390; 4783
631391; 3860
631392; 4720
631393; 714
631394; 22235
631395; 38657
631396; 43209
631397; 252
631398; 17471
631399; 10013
631400; 1484
631401; 445
631402; 24236
631403; 2910
631404; 7356
631405; 40215
631406; 30274
631407; 18627
631408; 298
631409; 26834
631410; 16931
631411; 682
631412; 568
631413; 28206
631414; 2828
631415; 2383
631416; 9961
631417; 4692
631418; 4615
631419; 55867
631420; 243
631421; 17133
631422; 90753
631423; 69356
631424; 207029
631425; 4744
631426; 20540
631427; 17607
631428; 13449
631429; 47524
631430; 15639
631431; 298
631432; 12379
631433; 70089
631434; 52246
631435; 39281
631436; 104540
631437; 2423
631438; 494899
631439; 69827
631440; 99746
631441; 4955
631442; 218241
631443; 59369
631444; 203072
631445; 165957
631446; 729052
631447; 224460
631448; 157812
631449; 420752
631450; 124305
631451; 68963
631452; 16447
631453; 7961
631454; 3207
631455; 17211
631456; 48767
631457; 9260
631458; 2484
631459; 100848
631460; 755205
631461; 5979
631462; 26211
631463; 207865
631464; 460670
631465; 293539
631466; 179630
631467; 384564
631468; 153188
631469; 34879
631470; 233262
631471; 242683
631472; 14070
631473; 30622
631474; 1557
631475; 158081
631476; 13152
631477; 47516
631478; 111593
631479; 34983
631480; 69530
631481; 100096
631482; 246356
631483; 47888
631484; 552716
631485; 173514
631486; 205733
631487; 5406
631488; 9198
631489; 36279
631490; 2532
631491; 15036
631492; 13145
631493; 36282
631494; 82151
631495; 12252
631496; 17578
631497; 86029
631498; 232010
631499; 45000
631500; 89391
631501; 187161
631502; 95015
631503; 24932
631504; 75618
631505; 6353
631506; 466703
631507; 39351
631508; 365602
631509; 255497
631510; 773
631511; 68254
631512; 4790
631513; 97177
631514; 2579
631515; 19217
631516; 30077
631517; 25004
631518; 2446
631519; 6595
631520; 5852
631521; 8649
631522; 14991
631523; 1207
631524; 8423
631525; 1122
631526; 5679
631527; 18477
631528; 298
631529; 2901
631530; 15296
631531; 3774
631532; 42264
631533; 1286
631534; 68595
631535; 78446
631536; 107455
631537; 58901
631538; 7232
631539; 3933
631540; 3122
631541; 4218
631542; 1775
631543; 56369
631544; 56019
631545; 3963
631546; 2872
631547; 930
631548; 18582
631549; 1516
631550; 9070
631551; 2571
631552; 479
631553; 298
631554; 6065
631555; 31171
631556; 17638
631557; 6505
631558; 4078
631559; 6245
631560; 10775
631561; 2687
631562; 1789
631563; 10076
631564; 8143
631565; 32158
631566; 30748
631567; 3527
631568; 21518
631569; 2752
631570; 6387
631571; 9364
631572; 56529
631573; 56900
631574; 14695
631575; 41321
631576; 9583
631577; 12974
631578; 15223
631579; 1037
631580; 83855
631581; 10244
631582; 3612
631583; 4391
631584; 119142
631585; 21446
631586; 46585
631587; 64827
631588; 218517
631589; 142087
631590; 171674
631591; 149087
631592; 462749
631593; 56652
631594; 703901
631595; 300803
631596; 46538
631597; 10958
631598; 33995
631599; 336650
631600; 194603
631601; 351385
631602; 61990
631603; 22626
631604; 20486
631605; 36117
631606; 222169
631607; 31004
631608; 2266
631609; 60806
631610; 322223
631611; 283500
631612; 126484
631613; 299897
631614; 376987
631615; 196436
631616; 498851
631617; 63053
631618; 683211
631619; 287231
631620; 82898
631621; 208273
631622; 27454
631623; 182582
631624; 7412
631625; 28587
631626; 37295
631627; 107455
631628; 14495
631629; 145127
631630; 4942
631631; 259325
631632; 20436
631633; 39505
631634; 25427
631635; 66865
631636; 1862
631637; 137665
631638; 152011
631639; 17804
631640; 90879
631641; 41007
631642; 465484
631643; 21416
631644; 124036
631645; 130341
631646; 428312
631647; 23192
631648; 259713
631649; 336447
631650; 194189
631651; 5685
631652; 329632
631653; 7292
631654; 173857
631655; 143715
631656; 47513
631657; 35640
631658; 65275
631659; 115888
631660; 167406
631661; 236912
631662; 201053
631663; 205483
631664; 5679
631665; 235613
631666; 17904
631667; 6967
631668; 15814
631669; 14622
631670; 25237
631671; 110781
631672; 5303
631673; 4526
631674; 5710
631675; 7383
631676; 2219
631677; 57254
631678; 19857
631679; 816
631680; 2070
631681; 27141
631682; 66034
631683; 39362
631684; 67307
631685; 47273
631686; 7164
631687; 11895
631688; 3139
631689; 2542
631690; 4810
631691; 12502
631692; 805
631693; 9031
631694; 7975
631695; 12934
631696; 1874
631697; 19259
631698; 9449
631699; 6181
631700; 11186
631701; 9147
631702; 83560
631703; 8792
631704; 5106
631705; 76149
631706; 87872
631707; 33617
631708; 36643
631709; 17506
631710; 32917
631711; 20429
631712; 12438
631713; 5370
631714; 21896
631715; 6111
631716; 22837
631717; 1871
631718; 1066
631719; 795
631720; 54506
631721; 2208
631722; 36611
631723; 4628
631724; 12320
631725; 46740
631726; 1838
631727; 4805
631728; 29436
631729; 14610
631730; 26496
631731; 23423
631732; 9418
631733; 1834
631734; 12146
631735; 4891
631736; 293829
631737; 32219
631738; 89347
631739; 180311
631740; 449764
631741; 115234
631742; 100503
631743; 218136
631744; 1110103
631745; 463028
631746; 162078
631747; 128304
631748; 235609
631749; 68767
631750; 326268
631751; 64453
631752; 3492
631753; 32318
631754; 14326
631755; 39027
631756; 23764
631757; 64312
631758; 2673
631759; 15794
631760; 29151
631761; 144802
631762; 54163
631763; 505721
631764; 63485
631765; 93520
631766; 138047
631767; 63077
631768; 211674
631769; 124443
631770; 331376
631771; 9712
631772; 186672
631773; 81436
631774; 77176
631775; 9567
631776; 308134
631777; 21772
631778; 461677
631779; 191306
631780; 88590
631781; 834984
631782; 30485
631783; 58993
631784; 29894
631785; 108981
631786; 18997
631787; 34927
631788; 13920
631789; 33815
631790; 18883
631791; 101520
631792; 179708
631793; 50342
631794; 99204
631795; 162284
631796; 181831
631797; 177004
631798; 50625
631799; 17191
631800; 185497
631801; 184525
631802; 25877
631803; 33711
631804; 57103
631805; 290949
631806; 576382
631807; 357651
631808; 36056
631809; 283489
631810; 632
631811; 567530
631812; 466103
631813; 39042
631814; 7124
631815; 7430
631816; 298
631817; 12962
631818; 7256
631819; 2798
631820; 1123
631821; 26689
631822; 6651
631823; 5038
631824; 7609
631825; 23389
631826; 11406
631827; 4454
631828; 27105
631829; 9440
631830; 3630
631831; 2407
631832; 16474
631833; 12120
631834; 19897
631835; 13299
631836; 7584
631837; 15254
631838; 716
631839; 207
631840; 3313
631841; 3801
631842; 6503
631843; 15976
631844; 4197
631845; 4515
631846; 30975
631847; 6497
631848; 21371
631849; 78364
631850; 19303
631851; 79969
631852; 3445
631853; 6060
631854; 21798
631855; 18094
631856; 38654
631857; 22249
631858; 75441
631859; 48414
631860; 182293
631861; 32432
631862; 30587
631863; 8855
631864; 12421
631865; 2111
631866; 6176
631867; 19942
631868; 69600
631869; 14383
631870; 524
631871; 7848
631872; 18865
631873; 4959
631874; 10361
631875; 3238
631876; 4592
631877; 35660
631878; 142339
631879; 38187
631880; 111458
631881; 7286
631882; 4852
631883; 18568
631884; 9543
631885; 25259
631886; 8398
631887; 90588
631888; 58988
631889; 349288
631890; 47388
631891; 95314
631892; 123850
631893; 291872
631894; 7955
631895; 225707
631896; 64661
631897; 499696
631898; 221180
631899; 121334
631900; 64656
631901; 334378
631902; 367335
631903; 66936
631904; 45443
631905; 10236
631906; 3422
631907; 6402
631908; 10721
631909; 16578
631910; 42389
631911; 654845
631912; 14858
631913; 54695
631914; 39922
631915; 47827
631916; 40104
631917; 233304
631918; 9631
631919; 79175
631920; 156130
631921; 19698
631922; 4386
631923; 10327
631924; 1860
631925; 131647
631926; 129662
631927; 119487
631928; 154210
631929; 91084
631930; 324757
631931; 246915
631932; 405909
631933; 791329
631934; 128814
631935; 48649
631936; 38774
631937; 12017
631938; 48237
631939; 5356
631940; 133175
631941; 10640
631942; 154941
631943; 26884
631944; 43136
631945; 33449
631946; 70255
631947; 23002
631948; 224934
631949; 52134
631950; 51403
631951; 105996
631952; 189333
631953; 41037
631954; 47396
631955; 32757
631956; 543993
631957; 32240
631958; 479623
631959; 6330
631960; 117388
631961; 173471
631962; 25437
631963; 15224
631964; 56381
631965; 186801
631966; 200837
631967; 455238
631968; 221678
631969; 5730
631970; 30310
631971; 2747
631972; 2724
631973; 17000
631974; 1199
631975; 985
631976; 3195
631977; 5024
631978; 33530
631979; 6567
631980; 21321
631981; 47755
631982; 29517
631983; 7860
631984; 14846
631985; 17046
631986; 4040
631987; 34215
631988; 4437
631989; 28111
631990; 30426
631991; 10543
631992; 3707
631993; 15591
631994; 1587
631995; 749
631996; 5565
631997; 7238
631998; 7767
631999; 4732
632000; 18898
632001; 30152
632002; 7021
632003; 298
632004; 48427
632005; 4797
632006; 54171
632007; 12203
632008; 102013
632009; 7142
632010; 20626
632011; 12729
632012; 50504
632013; 26010
632014; 7742
632015; 9284
632016; 10976
632017; 12830
632018; 42570
632019; 2765
632020; 992
632021; 36964
632022; 14118
632023; 1318
632024; 6135
632025; 53186
632026; 527833
632027; 180088
632028; 34666
632029; 5759
632030; 3942
632031; 37255
632032; 22689
632033; 3285
632034; 4016
632035; 212796
632036; 80567
632037; 25400
632038; 11378
632039; 31366
632040; 61991
632041; 165483
632042; 33825
632043; 49047
632044; 10456
632045; 72456
632046; 63480
632047; 207678
632048; 193409
632049; 230281
632050; 114111
632051; 131179
632052; 275910
632053; 94013
632054; 131463
632055; 237665
632056; 375438
632057; 278442
632058; 296596
632059; 55179
632060; 300117
632061; 489710
632062; 41256
632063; 314796
632064; 322137
632065; 262481
632066; 33029
632067; 90239
632068; 13973
632069; 7623
632070; 393276
632071; 45444
632072; 23018
632073; 31828
632074; 172926
632075; 265164
632076; 135364
632077; 146949
632078; 602741
632079; 520569
632080; 454678
632081; 219274
632082; 78780
632083; 214781
632084; 244
632085; 560787
632086; 5608
632087; 244
632088; 219163
632089; 52563
632090; 90791
632091; 20928
632092; 244
632093; 19001
632094; 53609
632095; 18242
632096; 26867
632097; 25869
632098; 4610
632099; 79577
632100; 44651
632101; 49588
632102; 106281
632103; 244
632104; 76177
632105; 3699
632106; 26293
632107; 177319
632108; 342463
632109; 117902
632110; 625642
632111; 44073
632112; 8640
632113; 468471
632114; 40448
632115; 176828
632116; 192482
632117; 165890
632118; 244
632119; 230837
632120; 59445
632121; 49922
632122; 80564
632123; 96483
632124; 13350
632125; 45061
632126; 72120
632127; 22536
632128; 27285
632129; 36497
632130; 6618
632131; 21119
632132; 10931
632133; 244
632134; 138609
632135; 244
632136; 20364
632137; 3789
632138; 14692
632139; 84180
632140; 10846
632141; 13582
632142; 7827
632143; 15901
632144; 59578
632145; 41250
632146; 33669
632147; 18512
632148; 16489
632149; 16524
632150; 5045
632151; 3567
632152; 19878
632153; 244
632154; 19901
632155; 33835
632156; 46105
632157; 31413
632158; 55536
632159; 10751
632160; 7124
632161; 16299
632162; 53111
632163; 52771
632164; 24176
632165; 63981
632166; 84643
632167; 7174
632168; 18988
632169; 6113
632170; 77163
632171; 8831
632172; 429
632173; 106253
632174; 129510
632175; 53406
632176; 134674
632177; 196130
632178; 164360
632179; 14254
632180; 10012
632181; 18533
632182; 3443
632183; 49737
632184; 5195
632185; 46484
632186; 15566
632187; 1811
632188; 52001
632189; 133130
632190; 17580
632191; 17130
632192; 32031
632193; 7934
632194; 44590
632195; 48447
632196; 2849
632197; 62389
632198; 25441
632199; 98121
632200; 570625
632201; 394462
632202; 28934
632203; 102390
632204; 209728
632205; 468583
632206; 154510
632207; 96089
632208; 232912
632209; 15045
632210; 642428
632211; 111031
632212; 150201
632213; 16219
632214; 56660
632215; 178554
632216; 294819
632217; 2638
632218; 188059
632219; 597856
632220; 95666
632221; 119609
632222; 186704
632223; 182548
632224; 464429
632225; 25033
632226; 279291
632227; 854336
632228; 538998
632229; 227662
632230; 6428
632231; 42562
632232; 85003
632233; 26046
632234; 244
632235; 54944
632236; 49060
632237; 60855
632238; 19281
632239; 26725
632240; 14656
632241; 25827
632242; 17524
632243; 23511
632244; 15078
632245; 35668
632246; 48835
632247; 15742
632248; 17071
632249; 52268
632250; 29634
632251; 25579
632252; 57361
632253; 22753
632254; 23441
632255; 75346
632256; 37256
632257; 14515
632258; 7951
632259; 170768
632260; 109064
632261; 274862
632262; 554390
632263; 119132
632264; 8652
632265; 490001
632266; 272215
632267; 144313
632268; 224420
632269; 177439
632270; 9415
632271; 20926
632272; 75217
632273; 77581
632274; 244
632275; 69070
632276; 9232
632277; 20109
632278; 43348
632279; 16416
632280; 5488
632281; 160547
632282; 21308
632283; 30927
632284; 17690
632285; 569
632286; 3071
632287; 12060
632288; 4802
632289; 27420
632290; 49191
632291; 24003
632292; 244
632293; 93774
632294; 4521
632295; 80771
632296; 5493
632297; 21833
632298; 7494
632299; 3776
632300; 10993
632301; 24760
632302; 6674
632303; 30908
632304; 5461
632305; 21341
632306; 252
632307; 38248
632308; 50711
632309; 18340
632310; 12068
632311; 34557
632312; 12947
632313; 1991
632314; 9393
632315; 29183
632316; 5072
632317; 8549
632318; 2444
632319; 298
632320; 1797
632321; 12822
632322; 47068
632323; 72242
632324; 48407
632325; 5576
632326; 25567
632327; 10389
632328; 2417
632329; 47647
632330; 18196
632331; 8866
632332; 1832
632333; 32105
632334; 1306
632335; 25625
632336; 6300
632337; 10567
632338; 38897
632339; 1435
632340; 91965
632341; 14615
632342; 30438
632343; 5220
632344; 19909
632345; 28949
632346; 523
632347; 291971
632348; 162556
632349; 11917
632350; 19752
632351; 105193
632352; 26009
632353; 106942
632354; 137872
632355; 303571
632356; 122245
632357; 392108
632358; 189345
632359; 171282
632360; 59455
632361; 143819
632362; 522523
632363; 120196
632364; 112766
632365; 107883
632366; 451918
632367; 69319
632368; 8268
632369; 444569
632370; 13900
632371; 5974
632372; 112160
632373; 74620
632374; 341721
632375; 589014
632376; 15368
632377; 46958
632378; 449700
632379; 30771
632380; 232124
632381; 79316
632382; 38935
632383; 123804
632384; 185496
632385; 129136
632386; 124691
632387; 486665
632388; 119586
632389; 53066
632390; 32017
632391; 183350
632392; 132729
632393; 5470
632394; 45333
632395; 25596
632396; 360969
632397; 250592
632398; 66892
632399; 124458
632400; 125110
632401; 34337
632402; 65368
632403; 51894
632404; 68621
632405; 60412
632406; 2910
632407; 53224
632408; 13592
632409; 35124
632410; 210356
632411; 162956
632412; 1763
632413; 37689
632414; 102357
632415; 23964
632416; 8088
632417; 54904
632418; 132094
632419; 202159
632420; 158270
632421; 51341
632422; 98397
632423; 2879
632424; 95571
632425; 69418
632426; 79475
632427; 159425
632428; 290733
632429; 400648
632430; 66204
632431; 4925
632432; 58748
632433; 18946
632434; 6927
632435; 12003
632436; 34542
632437; 12248
632438; 59207
632439; 17906
632440; 4529
632441; 2256
632442; 12851
632443; 22399
632444; 20348
632445; 11672
632446; 244
632447; 27612
632448; 30871
632449; 40884
632450; 6698
632451; 14254
632452; 16484
632453; 7884
632454; 37439
632455; 34815
632456; 18196
632457; 31939
632458; 35437
632459; 51187
632460; 33230
632461; 1763
632462; 59108
632463; 17918
632464; 14515
632465; 11294
632466; 6960
632467; 23040
632468; 31030
632469; 31064
632470; 887
632471; 66685
632472; 4272
632473; 19796
632474; 37384
632475; 2286
632476; 17179
632477; 5654
632478; 298
632479; 18428
632480; 38181
632481; 17316
632482; 14996
632483; 2198
632484; 67116
632485; 13004
632486; 10456
632487; 25492
632488; 2759
632489; 9186
632490; 7240
632491; 27506
632492; 5931
632493; 2704
632494; 3160
632495; 18351
632496; 2957
632497; 9472
632498; 21462
632499; 47549
632500; 24354
632501; 30396
632502; 220186
632503; 50803
632504; 36417
632505; 161188
632506; 61559
632507; 139427
632508; 18413
632509; 27529
632510; 76314
632511; 21061
632512; 108006
632513; 333210
632514; 100376
632515; 367482
632516; 628556
632517; 74663
632518; 147882
632519; 84429
632520; 316171
632521; 16293
632522; 29560
632523; 63230
632524; 2821
632525; 22368
632526; 89541
632527; 200570
632528; 472013
632529; 50445
632530; 133358
632531; 143233
632532; 107919
632533; 124004
632534; 27063
632535; 141781
632536; 145203
632537; 135369
632538; 161677
632539; 64607
632540; 20032
632541; 42625
632542; 73635
632543; 232476
632544; 28721
632545; 111308
632546; 162744
632547; 269629
632548; 534166
632549; 446478
632550; 209438
632551; 579053
632552; 113777
632553; 21375
632554; 20720
632555; 85671
632556; 10856
632557; 7331
632558; 83303
632559; 94110
632560; 282290
632561; 77367
632562; 400298
632563; 182217
632564; 404267
632565; 244
632566; 245
632567; 503375
632568; 244
632569; 244
632570; 245
632571; 130070
632572; 57419
632573; 247329
632574; 244
632575; 244
632576; 244
632577; 244
632578; 200
632579; 245
632580; 480121
632581; 244
632582; 244
632583; 244
632584; 161278
632585; 19573
632586; 244
632587; 244
632588; 593749
632589; 244
632590; 244
632591; 244
632592; 244
632593; 244
632594; 245
632595; 660143
632596; 244
632597; 244
632598; 244
632599; 651488
632600; 244
632601; 244
632602; 158344
632603; 2621
632604; 58285
632605; 93017
632606; 2338
632607; 245
